Iteration	MCD	mean_angle	mean_dist	delta_L	x_stat
0	0.384984265017	90.0290990304	0.527474370359	0.117102622713	18.6766072558
1	0.387533835653	90.1330753819	0.531308941875	0.116925361355	17.207092684
2	0.386086590134	90.0186743949	0.527559167952	0.113297716957	17.6155142225
3	0.38324203389	90.1878303928	0.526822596605	0.12235103077	20.2677101641
4	0.378894792056	89.981529724	0.520130950209	0.120955612215	20.7854960314
5	0.395865164417	90.1068053405	0.540309215742	0.110419372237	17.7852379645
6	0.390963735055	90.1037042361	0.533819703206	0.107651486314	19.5681951889
7	0.3921506861	89.9636332939	0.5367538301	0.116568565175	17.1430136012
8	0.38517047341	90.5044091177	0.529300988388	0.122803377837	20.8972171763
9	0.388643283465	90.4063517352	0.531575511399	0.112039497255	18.449598544
10	0.378130879173	90.2482485884	0.514391417842	0.101710151928	16.5913649302
11	0.382386412535	90.045916928	0.521433163022	0.108657201754	18.188608584
12	0.400870037693	89.8573856803	0.545576608513	0.107078171521	18.1435319953
13	0.394570850822	89.95983679	0.540464324509	0.120837770323	18.0786948854
14	0.388202378716	90.0361599406	0.533060172501	0.123607255608	19.6792764722
15	0.388995657916	89.9867951937	0.53125740691	0.108069979741	17.4222654873
16	0.403684505276	89.3037462479	0.547509345099	0.117012239646	20.0993477004
17	0.383341297584	90.2843732862	0.526095347684	0.118963632431	19.573948989
18	0.38447963684	90.4307178773	0.52753882428	0.11760741239	19.3105363248
19	0.384378098715	90.3411084377	0.525080933651	0.109716115934	16.7990503645
20	0.383013718975	90.237401277	0.522851415783	0.106945497799	18.3025822224
21	0.38120493468	90.1240306913	0.522194229976	0.120163749678	23.7565719763
22	0.390425990532	90.023815957	0.531742829696	0.107106631201	17.0721752709
23	0.399203764038	89.8999408614	0.545438759522	0.120836538391	22.2901350906
24	0.377081238495	90.181932923	0.51644151097	0.11235447572	14.6083419297
25	0.382768491925	90.0021543067	0.519301560948	0.100795509465	20.8001647136
26	0.386836843843	90.194913615	0.528461697949	0.113888684059	23.8323942982
27	0.39528666713	90.1836305786	0.538923638087	0.108213953941	20.6895458682
28	0.389437660472	89.7194489878	0.529983759626	0.104960770188	20.4448078932
29	0.392136179273	90.202442291	0.536870150723	0.116410746777	23.4261303303
30	0.396641811234	90.1610976942	0.542267494822	0.114263460216	22.0250670319
31	0.386244729069	90.1598792805	0.525282197491	0.0959294510709	19.8525415555
32	0.3838882851	90.232444543	0.525377163041	0.113620863085	20.8758753338
33	0.387640663032	90.4959960379	0.536706126209	0.134797255643	22.0204368486
34	0.386156534945	89.9523728993	0.524225173943	0.0989666423591	19.1983328434
35	0.387820610928	90.1564515486	0.530949029774	0.112775306937	16.4197227495
36	0.384542215779	90.2510877176	0.525308851954	0.107868104979	16.5616312622
37	0.388996990787	89.8071637853	0.530155951521	0.106610322183	15.7022504911
38	0.39365664689	90.3347295847	0.536064561526	0.0957108113718	17.1034060442
39	0.381551881808	90.1905998901	0.52106278758	0.113353151324	14.9446973731
40	0.397082351554	89.8881758755	0.540190930496	0.101330583975	18.1237859053
41	0.385690896482	90.0844703651	0.524866140619	0.105937726507	19.4785038233
42	0.385189537429	90.3475121607	0.524722421161	0.108354541611	27.0383689582
43	0.385513941477	90.0911593701	0.526279041621	0.11312045341	20.8177299933
44	0.393115126436	90.1491398214	0.536739015907	0.112697771796	19.5254942064
45	0.381867397048	90.2046488651	0.524972731892	0.124206827315	19.2636388611
46	0.384037704128	90.1776895901	0.528295803459	0.127093165472	18.7737911638
47	0.379596783832	90.2267522336	0.517699778894	0.105181222114	22.1708960322
48	0.386673071389	90.1611150245	0.528549844165	0.109396228199	17.6189352699
49	0.384458293834	89.6852013598	0.523960551278	0.111326474219	16.0284698262
50	0.381007557406	89.9736011175	0.518536013177	0.109122935364	19.6171882723
51	0.388715262784	90.2517710493	0.531813202732	0.117068424115	18.346013254
52	0.387011303729	89.6285974423	0.526712714829	0.112428170008	22.3632100264
53	0.398155226454	90.2138349633	0.543991751778	0.109227551502	21.0151529488
54	0.390133873447	90.2421396121	0.534772870044	0.113979866057	20.5512344007
55	0.400037488509	89.6552464542	0.544306821179	0.110845143409	21.9064128932
56	0.388839535494	89.9533310472	0.529026962899	0.106442439352	19.9710900786
57	0.395076634252	89.822662033	0.538431585605	0.114822673657	16.4651488018
58	0.391014007447	89.9200684788	0.535429368075	0.118722637618	18.0986780614
59	0.380002405767	90.2913114362	0.520002995912	0.11098641752	19.8455652561
60	0.396418649934	90.0290316264	0.541072986455	0.118024202432	19.1493543313
61	0.386805584346	90.1512624904	0.528205358547	0.109979925918	21.7090417651
62	0.382151462732	89.5271458618	0.517206790699	0.104975973986	16.9721215771
63	0.393374446353	90.1254827234	0.538151045257	0.113998768755	17.3023560793
64	0.388943844268	90.227967516	0.533022339519	0.117319914568	17.2656952974
65	0.390518298946	90.3227133595	0.534520251584	0.111219237875	17.755798379
66	0.395086011019	89.8572051046	0.539735534451	0.117210763302	16.4928112347
67	0.391587801263	89.5266045283	0.533247245784	0.114045411135	17.7200468863
68	0.379248446509	90.1415807683	0.517691991492	0.103429901616	16.9409155516
69	0.386407573902	90.1193149376	0.528625197731	0.11936201054	24.6269683256
70	0.379585013502	90.1000768822	0.52030654194	0.116425864766	18.9625352585
71	0.392850694491	90.2085337558	0.539239753807	0.120359079056	16.2467227907
72	0.391658662671	90.1588101061	0.534503081628	0.112491610891	23.1330623082
73	0.388049149497	89.8000395553	0.52865775725	0.116392459844	19.0450020711
74	0.391941106017	89.973334191	0.532330658345	0.101557653949	16.130397554
75	0.387902779849	89.8332133116	0.528844414105	0.112823948708	17.3354266708
