Iteration	k_max	k_mean	C_mean	C_mean_no1or2	d_mean
0	5	1.39718309859	0.00281690140845	1.0	2.11442825865
1	6	1.39718309859	0.00281690140845	1.0	1.9208819593
2	6	1.39718309859	0.00140845070423	0.25	1.69883103932
3	5	1.39718309859	0.0037558685446	0.666666666667	1.54370104342
4	6	1.39718309859	0.000281690140845	0.1	1.70738321799
5	5	1.39718309859	0.0	nan	1.65548999096
6	6	1.39718309859	0.0	nan	1.55074662207
7	6	1.39718309859	0.00093896713615	0.333333333333	1.42511628476
8	5	1.39718309859	0.0056338028169	1.0	1.8692855733
9	7	1.39718309859	0.0	nan	1.75216209044
10	6	1.39718309859	0.0	nan	1.91521968213
11	5	1.39718309859	0.00281690140845	1.0	2.25644415544
12	6	1.39718309859	0.00281690140845	1.0	1.5705756689
13	6	1.39718309859	0.00892018779343	0.791666666667	1.89434831717
14	7	1.39718309859	0.00201207243461	0.238095238095	1.86793767321
15	5	1.39718309859	0.00281690140845	1.0	1.73301231741
16	5	1.39718309859	0.0	nan	1.68501907004
17	5	1.39718309859	0.0	nan	1.66427896932
18	6	1.39718309859	0.0056338028169	1.0	1.88164959021
19	6	1.39718309859	0.00281690140845	1.0	1.62304372737
20	6	1.39718309859	0.00328638497653	0.583333333333	1.50252839957
21	5	1.39718309859	0.00093896713615	0.333333333333	1.73091669468
22	5	1.39718309859	0.00140845070423	0.25	1.81875021997
23	7	1.39718309859	0.00140845070423	0.25	1.68649535702
24	5	1.39718309859	0.0030985915493	0.55	1.89222488341
25	6	1.39718309859	0.0	nan	1.74621622884
26	5	1.39718309859	0.0	nan	1.62860931744
27	6	1.39718309859	0.00018779342723	0.0666666666667	1.73884519849
28	6	1.39718309859	0.000281690140845	0.1	1.63529709333
29	6	1.39718309859	0.0037558685446	0.666666666667	1.63470732238
30	6	1.39718309859	0.00140845070423	0.166666666667	1.47414271007
31	8	1.39718309859	0.00093896713615	0.333333333333	1.51538518945
