Time	less_mbd	greater_mpd	delta_mpd	less_mbd_025	less_mbd_975	greater_mpd_025	greater_mpd_975	delta_mpd_025	delta_mpd_975
250	0.17379985615263066	0.2408104135197119	0.06701055736708125	0.0033806853413298975	0.23358946292051525	0.23150640623771754	0.2673407017410905	0.011305761760875416	0.24951344943645656
750	0.1439225337989807	0.24539480796929994	0.10147227417031923	0.11201269055597649	0.2577267225325656	0.23510297243667808	0.2719120152475102	-0.008942739379098452	0.13788491126413316
1250	0.20720532565850203	0.242288783194856	0.035083457536353974	0.11306621596989545	0.24981286978570666	0.23133404010601427	0.26294713480980036	-0.007049525435405046	0.1313617708670697
1750	0.13855037213190496	0.25314705115236036	0.1145966790204554	0.06970982880366974	0.20192718232351617	0.23328724427985392	0.2644188121827994	0.043892250557725304	0.17716033560916003
2250	0.1455463194702947	0.2548364327407965	0.10929011327050178	0.06585499994442043	0.2074106051610197	0.23462560608231825	0.2643018959348544	0.03948450289027877	0.18523332065497794
2750	0.14541134579974913	0.25692582413549314	0.11151447833574402	0.06494089019401321	0.19537104081686602	0.2377982121054017	0.2674108202884756	0.054730784098935836	0.1869838645477496
3250	0.14396867128311414	0.2584561985248508	0.11448752724173666	0.0768234350244438	0.19081508478555043	0.23822760177823663	0.2690666038485026	0.05887075044766579	0.1756594874757869
3750	0.14396867128311414	0.2584561985248508	0.11448752724173666	0.08014117753492847	0.19018410233359595	0.23847492541220267	0.26854261784382377	0.05949175981362964	0.17640479166693013
4250	0.14198438728286625	0.259422109754736	0.11743772247186976	0.07299363145419543	0.18618822199727716	0.2386867018224494	0.27063325231766755	0.06356988900446814	0.18467938535643127
4750	0.12378196863638329	0.25824533796075827	0.13446336932437497	0.0927889794088255	0.18678787063402075	0.24173785489241673	0.27241847194214086	0.0647174529220601	0.1636541429326908
5250	0.1238015595609094	0.26072319769392366	0.13692163813301428	0.09979170064906522	0.1856225516957151	0.24160458814728408	0.2719406027741983	0.06858139616789377	0.16135862108840876
5750	0.11042653041960286	0.26541207964758884	0.15498554922798596	0.1028108978832269	0.1804804288598084	0.2437171499723076	0.2733864376924289	0.07264388804046523	0.1580802770348284
6250	0.11707227160572561	0.2655365359237693	0.1484642643180437	0.09861268659098173	0.17693668022469095	0.24589467344888255	0.2754925071286241	0.07795846867698902	0.16577817837001074
6750	0.11508270900406817	0.26880621511941094	0.15372350611534277	0.10303274073482623	0.1757216904688031	0.24831344684389048	0.27783942776850784	0.0818760563279381	0.16379536895474775
7250	0.12140079734254457	0.26736194390624435	0.1459611465636998	0.10158512742545259	0.17674297419467772	0.24600777896348128	0.28028272790334635	0.07828689380233067	0.16605685811355567
7750	0.1263632395590393	0.2652152581909041	0.13885201863186478	0.10633289987236691	0.1762035599156883	0.24686383580190174	0.2794245280859112	0.08180745536873918	0.16170866475516277
8250	0.12611996332237105	0.265576826403665	0.13945686308129393	0.10398330412859542	0.17552820059567992	0.2471107474462852	0.28116783577089455	0.07934755221658471	0.16718957766560838
8750	0.15372605298697317	0.24535542550946543	0.09162937252249226	0.10740756395555465	0.1861740715071437	0.23736840822893351	0.28395664869122283	0.05393089067306628	0.1644971951919847
9250	0.18076685233158657	0.2295348238322564	0.04876797150066983	0.10486662246117247	0.1930289778488226	0.23487266754024527	0.28391973981364876	0.047635699195193726	0.16571268621600416
9750	0.16188135331540338	0.22500158293161238	0.063120229616209	0.10658553482819222	0.18936356497959483	0.23327455333676625	0.28209102165015154	0.05066829970223957	0.16384250898143599
10250	0.16188135331540338	0.22500158293161238	0.063120229616209	0.10238566041270758	0.18286405450882973	0.23470017794979228	0.28417594749349295	0.05848688478329769	0.16937449270617838
10750	0.1633614289135775	0.22459009059266086	0.06122866167908336	0.10466546454275108	0.19156315992620393	0.23456064687713293	0.28448833665848183	0.0490098708825524	0.1663563252734632
11250	0.16560306670102015	0.21831427562157338	0.052711208920553226	0.10915596148536877	0.1985365533204028	0.22407424986539265	0.28354888983054644	0.030853685773863937	0.16846465411219125
11750	0.16507962139977456	0.21878693686027417	0.053707315460499616	0.11469960857191475	0.19969206129987574	0.22277460765374402	0.28492621110016303	0.023120794801766875	0.15916557910890178
