Iteration	Time	MCD
0	53250	0.574700456321
0	31750	0.587127042682
0	10250	0.601919277058
0	52750	0.567733215066
0	31250	0.572906432272
0	9750	0.622470309594
0	52250	0.567935219945
0	30750	0.593285546877
0	9250	0.605443744146
0	51750	0.577023372698
0	30250	0.594463575695
0	8750	0.627740950506
0	51250	0.579612466551
0	29750	0.590775057062
0	8250	0.618695635385
0	50750	0.568763878302
0	29250	0.583165901588
0	7750	0.619316605943
0	50250	0.570310658146
0	28750	0.58357519967
0	7250	0.618322458176
0	49750	0.573317019986
0	28250	0.601603758534
0	6750	0.611788408498
0	49250	0.576571169058
0	27750	0.584230219708
0	6250	0.618736716154
0	48750	0.57338745173
0	27250	0.589538360069
0	5750	0.634731567634
0	48250	0.567955503045
0	26750	0.597544313771
0	5250	0.625630081721
0	47750	0.581494532979
0	26250	0.576692730922
0	4750	0.631170352906
0	47250	0.576193515937
0	25750	0.599259077614
0	4250	0.637471630566
0	46750	0.580796790298
0	25250	0.587112474049
0	3750	0.622810202628
0	46250	0.580717621927
0	24750	0.58738642521
0	3250	0.626827358009
0	45750	0.577308920864
0	24250	0.594094387851
0	2750	0.634573519675
0	45250	0.591735696089
0	23750	0.594416790203
0	2250	0.628288944945
0	44750	0.581721386344
0	23250	0.593851364125
0	1750	0.629843857734
0	44250	0.563500612572
0	22750	0.600854170648
0	1250	0.645497224368
0	43750	0.587390084544
0	22250	0.591779876083
0	750	0.634747566885
0	43250	0.5624890822
0	21750	0.592470850198
0	250	0.63335748557
0	42750	0.568463783353
0	21250	0.604948249193
0	42250	0.582359586111
0	20750	0.596696843712
0	41750	0.589240010916
0	20250	0.589541820632
0	62750	0.575175435684
0	41250	0.564605901154
0	19750	0.599696845563
0	62250	0.578284657308
0	40750	0.579093193615
0	19250	0.597202176972
0	61750	0.571682777133
0	40250	0.577025765173
0	18750	0.600051610818
0	61250	0.572729716466
0	39750	0.578955932928
0	18250	0.597392161935
0	60750	0.57928663705
0	39250	0.582677588929
0	17750	0.596192601123
0	60250	0.576193186356
0	38750	0.580640704817
0	17250	0.59781561446
0	59750	0.56789461178
0	38250	0.578697528408
0	16750	0.59167706945
0	59250	0.575925825213
0	37750	0.573254310986
0	16250	0.59787393132
0	58750	0.578587131052
0	37250	0.583617936415
0	15750	0.604665871779
0	58250	0.580827302532
0	36750	0.579652950165
0	15250	0.609671870651
0	57750	0.572635868439
0	36250	0.581344569401
0	14750	0.601064632756
0	57250	0.577705403849
0	35750	0.584402744517
0	14250	0.609541354254
0	56750	0.569948823794
0	35250	0.578645442007
0	13750	0.595646121799
