Covariance	Iteration	z_score
0.5	0	-0.902166807173
0.5	1	-0.311809946463
0.5	2	0.393043320149
0.5	3	0.259958529567
0.5	4	0.514117034061
0.5	5	1.33882509662
0.5	6	0.840160350034
0.5	7	-1.24910177468
0.5	8	-1.08540309021
0.5	9	1.40549506638
0.5	10	-0.130707767517
0.5	11	1.08587311675
0.5	12	-0.388532661215
0.5	13	-0.572886646877
0.5	14	2.07073732833
0.5	15	0.551471953009
0.5	16	2.23142075911
0.5	17	-0.702360159317
0.5	18	0.0675870449641
0.5	19	-1.01125434002
0.5	20	1.13636130352
0.5	21	2.36232853079
0.5	22	0.209258338374
0.5	23	1.65586386835
0.5	24	-0.071577716009
0.5	25	-0.705312534301
0.5	26	0.308285082495
0.5	27	0.672526472961
0.5	28	0.643237221541
0.5	29	0.116855205914
0.5	30	-1.24449413851
0.5	31	0.294199675183
0.5	32	1.78092003453
0.5	33	-1.88188525483
0.5	34	0.555772240611
0.5	35	-0.804595734864
0.5	36	1.68990507259
0.5	37	0.461336173728
0.5	38	-0.161861678567
0.5	39	0.0161868606886
0.5	40	-0.0727623382336
0.5	41	-0.787741926854
0.5	42	-0.778641905836
0.5	43	0.484391822059
0.5	44	0.796244016763
0.5	45	0.729622774317
0.5	46	-0.260625605846
0.5	47	-0.800539905613
0.5	48	-0.0886052099089
0.5	49	-0.743590514798
0.5	50	1.70536018334
0.5	51	-1.86145690558
0.5	52	-0.246021442602
0.5	53	-1.42175605943
0.5	54	0.13432658677
0.5	55	-0.0685457852058
0.5	56	-1.62397484934
0.5	57	-0.508793225681
0.5	58	-0.345248327844
0.5	59	-0.412180165899
0.5	60	2.20395030295
0.5	61	0.919386774529
0.5	62	-0.13554137989
0.5	63	0.49623905468
0.5	64	1.42534192979
0.5	65	-0.667015747779
0.5	66	0.221991137821
0.5	67	-0.693990055397
0.5	68	-0.623139956258
0.5	69	1.03161746938
0.5	70	1.48152591087
0.5	71	0.0762321220169
0.5	72	0.966771604064
0.5	73	-0.771390840851
0.5	74	-0.0812010225741
0.5	75	0.73267758683
0.5	76	-0.464156724678
0.5	77	0.792891530074
0.5	78	0.496125271587
0.5	79	1.94120370551
0.5	80	0.915139899775
0.5	81	-0.920582215368
0.5	82	1.3546692588
0.5	83	-1.83458076053
0.5	84	0.460315633721
0.5	85	2.32964322016
0.5	86	-0.808048561011
0.5	87	-0.511913505326
0.5	88	0.0396372772555
0.5	89	-0.162070546227
0.5	90	-0.684676196954
0.5	91	-2.27496249521
0.5	92	-1.13446950292
0.5	93	0.706144628931
0.5	94	1.05037575077
0.5	95	-1.13459312925
0.5	96	1.55123198958
0.5	97	0.56370826566
0.5	98	-0.667182356952
0.5	99	-1.20652286564
0.5	100	-0.124994905083
0.5	101	1.34293066346
0.5	102	-0.746397289954
0.5	103	0.983318346729
0.5	104	-0.717666842524
0.5	105	-0.674601483732
0.5	106	0.138651897039
0.5	107	-1.77283626336
0.5	108	-0.913182542003
0.5	109	0.676575354601
0.5	110	0.701153942653
0.5	111	1.39633163588
0.5	112	0.603640323844
0.5	113	-1.39414828574
0.5	114	-0.139757731374
0.5	115	-0.64593650499
0.5	116	-0.593776306577
0.5	117	0.501402413129
0.5	118	-0.547483692672
0.5	119	0.42725377883
0.5	120	0.250789485889
0.5	121	1.11755093007
0.5	122	-0.105847336425
0.5	123	-0.524872507077
0.5	124	0.790940816683
0.5	125	2.14598922929
0.5	126	0.675866767521
0.5	127	-0.791961299468
0.5	128	0.418280341324
0.5	129	-0.115560566673
0.5	130	0.559705785708
0.5	131	0.557639022521
0.5	132	0.518215165309
0.5	133	0.323491626073
0.5	134	1.84465430368
0.5	135	0.605103690918
0.5	136	-0.0952595992338
0.5	137	2.89097559361
0.5	138	-0.584439830144
0.5	139	0.156363820952
0.5	140	0.927656493629
0.5	141	0.739860410858
0.5	142	0.550003514466
0.5	143	0.875407473915
0.5	144	-0.533309124657
0.5	145	-0.175947837228
0.5	146	0.236975660982
0.5	147	-1.14693261083
0.5	148	-1.6872718754
0.5	149	0.881543852706
0.5	150	0.222953732559
0.5	151	1.51811409783
0.5	152	-0.853243615258
0.5	153	-1.25447929575
0.5	154	-0.38794288479
0.5	155	0.607112031189
0.5	156	0.275352962916
0.5	157	1.04349200256
0.5	158	0.530462506939
0.5	159	-0.358992843549
0.5	160	1.92140066176
0.5	161	1.26318815578
0.5	162	-0.893482065864
0.5	163	1.18362537217
0.5	164	1.13290823069
0.5	165	0.649016459113
0.5	166	-0.43241360399
0.5	167	-1.72686310719
0.5	168	0.486296179258
0.5	169	-1.23554601531
0.5	170	0.724130935916
0.5	171	0.071948377585
0.5	172	0.327481318411
0.5	173	-0.606080570679
0.5	174	-1.93817210242
0.5	175	0.584032875658
0.5	176	-0.112774751146
0.5	177	-1.11084920927
0.5	178	-1.6002413148
0.5	179	1.06426112975
0.5	180	-0.367598654912
0.5	181	-0.607825050096
0.5	182	0.189984120124
0.5	183	-0.590807365458
0.5	184	-1.39475929054
0.5	185	-0.783913253139
0.5	186	0.558965236111
0.5	187	1.78367005366
0.5	188	-1.2462605288
0.5	189	-0.235931743948
0.5	190	-1.31649959127
0.5	191	-0.963516979378
0.5	192	-0.0821347055673
0.5	193	0.425125121422
0.5	194	-1.66129790018
0.5	195	0.68598187622
0.5	196	-0.610754394924
0.5	197	-0.487371433751
0.5	198	0.888675331813
0.5	199	0.382910187227
0.5	200	-0.567521718111
0.5	201	-0.449600380398
0.5	202	0.598798515853
0.5	203	1.09107887667
0.5	204	-0.950728638347
0.5	205	2.81097863769
0.5	206	0.297404527329
0.5	207	-0.206401914965
0.5	208	0.137334129959
0.5	209	0.217519658004
0.5	210	1.68870928162
0.5	211	1.34106900804
0.5	212	0.205064845128
0.5	213	1.41253363654
0.5	214	-1.38653126536
0.5	215	1.45343413669
0.5	216	-1.16902758963
0.5	217	-0.462051161985
0.5	218	-1.04216129428
0.5	219	1.42629996516
0.5	220	0.123985650177
0.5	221	0.782895470486
0.5	222	2.51323711072
0.5	223	-0.365793951947
0.5	224	0.0628863397691
0.5	225	1.25637674092
0.5	226	0.430388585355
0.5	227	1.50550812801
0.5	228	0.118299514788
0.5	229	-1.38301806203
0.5	230	1.06406928937
0.5	231	-0.869783086854
0.5	232	1.69722386864
0.5	233	-0.115570000321
0.5	234	0.0302743546192
0.5	235	-0.839372301077
0.5	236	-1.53378301901
0.5	237	1.05098702769
0.5	238	-0.365554209426
0.5	239	-2.1411268961
0.5	240	0.566345534999
0.5	241	-0.678491945019
0.5	242	1.60266998443
0.5	243	1.99405624864
0.5	244	0.742836065879
0.5	245	0.79419044271
0.5	246	-0.577313532579
0.5	247	1.35551024351
0.5	248	0.229330909153
0.5	249	0.0860874813831
0.5	250	-1.29433770442
0.5	251	-0.0475498902545
0.5	252	1.05841597671
0.5	253	0.376271282172
0.5	254	-0.250657087511
0.5	255	-2.04109797965
0.5	256	0.902677442267
0.5	257	-0.892315905737
0.5	258	2.15732252253
0.5	259	0.0215570213411
0.5	260	-1.24660101695
0.5	261	0.352689961254
0.5	262	-0.813503335629
0.5	263	-0.746393167913
0.5	264	-1.55937518773
0.5	265	-1.29464484495
0.5	266	-0.245651358186
0.5	267	-1.14569859709
0.5	268	-0.140607673967
0.5	269	1.14235939612
0.5	270	-1.68850264425
0.5	271	-0.8501071831
0.5	272	-0.0799652106959
0.5	273	0.40594108572
0.5	274	1.06363747211
0.5	275	-0.101603091853
0.5	276	0.686370101189
0.5	277	0.523833473742
0.5	278	1.41520171844
0.5	279	-0.465166531424
0.5	280	1.26556382224
0.5	281	-0.872052465341
0.5	282	1.1740894003
0.5	283	1.64969225481
0.5	284	0.477537424325
0.5	285	0.690732188993
0.5	286	0.289426757664
0.5	287	-0.416833574756
0.5	288	-1.86974512404
0.5	289	1.33247461173
0.5	290	0.135886193319
0.5	291	-1.14169805949
0.5	292	0.0505406039822
0.5	293	0.685816685607
0.5	294	0.8492494777
0.5	295	-0.391166708706
0.5	296	-0.0893955766937
0.5	297	-0.499020186576
0.5	298	-0.684038734872
0.5	299	-0.377431966848
0.5	300	0.696649621904
0.5	301	0.497821731773
0.5	302	0.810650980296
0.5	303	0.552201225922
0.5	304	0.939835675529
0.5	305	0.434559349534
0.5	306	0.120312494803
0.5	307	0.146229181607
0.5	308	-0.19101930014
0.5	309	-0.195543898833
0.5	310	0.588822863784
0.5	311	-0.766007413315
0.5	312	0.646148578176
0.5	313	0.30891610109
0.5	314	-0.0573336429892
0.5	315	1.18545895318
0.5	316	-1.73465443987
0.5	317	0.704230009397
0.5	318	-0.441745880854
0.5	319	1.04721826746
0.5	320	1.4327812956
0.5	321	-0.0675720378558
0.5	322	1.42950193504
0.5	323	1.10896286273
0.5	324	-0.56578146457
0.5	325	0.896985680096
0.5	326	-0.0144021925154
0.5	327	0.919871867606
0.5	328	0.176929234665
0.5	329	-0.836420074918
0.5	330	1.11056810585
0.5	331	-0.0721843822558
0.5	332	-0.446617466838
0.5	333	0.297088435116
0.5	334	0.304913437021
0.5	335	-0.35357845668
0.5	336	1.01975110711
0.5	337	0.600496932131
0.5	338	-0.830583532022
0.5	339	1.42199760096
0.5	340	-0.56293568299
0.5	341	-0.14090413115
0.5	342	-0.411377008853
0.5	343	0.698725814675
0.5	344	0.967902083389
0.5	345	0.898488386627
0.5	346	0.363833566744
0.5	347	-1.6755697635
0.5	348	-0.363903055052
0.5	349	0.20109712103
