Cov	Iteration	z_score
0.25	0	-0.0570748110565
0.25	1	0.791309056464
0.25	2	2.05947253133
0.25	3	0.364159970249
0.25	4	0.456861687329
0.25	5	2.37363286926
0.25	6	1.21870234865
0.25	7	1.19339131003
0.25	8	0.462388857521
0.25	9	1.54912395805
0.25	10	1.30303903552
0.25	11	1.25655919467
0.25	12	-0.908756099196
0.25	13	1.09521424148
0.25	14	1.09310427674
0.25	15	-0.0883562455397
0.25	16	1.5592279281
0.25	17	1.76479544944
0.25	18	1.66097054716
0.25	19	1.74752546164
0.25	20	0.45936093175
0.25	21	-0.919268173332
0.25	22	1.49040099838
0.25	23	0.95133789514
0.25	24	0.796050941405
0.25	25	-0.31535621912
0.25	26	-0.00184855550824
0.25	27	1.12204926926
0.25	28	0.881285091736
0.25	29	1.63783374104
0.25	30	0.447762531643
0.25	31	2.84428502347
0.25	32	2.3336409161
0.25	33	1.5301629864
0.25	34	0.413577168188
0.25	35	1.83114642475
0.25	36	1.60698150803
0.25	37	1.18590611075
0.25	38	-0.150618452931
0.25	39	0.452769104982
0.25	40	2.15893084962
0.25	41	2.68297887505
0.25	42	-0.589339783161
0.25	43	1.9607765054
0.25	44	1.608289496
0.25	45	-0.469854500273
0.25	46	1.25617561941
0.25	47	1.68210479144
0.25	48	1.5415670165
0.25	49	3.06225750197
0.25	50	1.18590354562
0.25	51	2.48951337707
0.25	52	-0.240260850707
0.25	53	1.34272890599
0.25	54	-0.420702302965
0.25	55	0.753619258803
0.25	56	1.46007687354
0.25	57	1.57325636464
0.25	58	0.524252367536
0.25	59	0.151716313138
0.25	60	2.04406479167
0.25	61	0.733921490833
0.25	62	1.52711577232
0.25	63	1.06051218031
0.25	64	-0.880219577016
0.25	65	1.16546358795
0.25	66	1.84216446213
0.25	67	0.287748883329
0.25	68	1.62473229815
0.25	69	-0.432627964756
0.25	70	0.928471510744
0.25	71	1.48448659544
0.25	72	1.95402133122
0.25	73	0.0926061709689
0.25	74	2.03619126161
0.25	75	2.22567347394
0.25	76	0.381044921439
0.25	77	0.7862989966
0.25	78	-1.11969291642
0.25	79	0.219391262842
0.25	80	1.4282998553
0.25	81	3.05565050504
0.25	82	1.07971710068
0.25	83	2.76078855312
0.25	84	0.665332786336
0.25	85	-0.0171346388802
0.25	86	-1.32598208993
0.25	87	0.996750643047
0.25	88	-0.317393199576
0.25	89	-0.552037789014
0.25	90	1.92159838606
0.25	91	0.788281710862
0.25	92	0.324191221269
0.25	93	1.53360545517
0.25	94	-0.0333638633809
0.25	95	0.437571088743
0.25	96	1.2891795166
0.25	97	0.582748179301
0.25	98	1.29696923489
0.25	99	-0.171481698981
