Cov	Iteration	z_score
0.25	0	-0.886032432753
0.25	1	0.788744372216
0.25	2	1.52442670689
0.25	3	0.0380253699613
0.25	4	-0.319310971239
0.25	5	0.542602645087
0.25	6	-0.127031594239
0.25	7	2.34123101416
0.25	8	0.721829116126
0.25	9	0.166322849319
0.25	10	1.24969377836
0.25	11	1.59042299876
0.25	12	1.33917023584
0.25	13	0.612206474279
0.25	14	1.69808164896
0.25	15	-0.195132468981
0.25	16	-0.90612628647
0.25	17	-1.69354022193
0.25	18	0.679276424227
0.25	19	-0.359399151281
0.25	20	-0.213024861599
0.25	21	1.97770428303
0.25	22	0.556567797651
0.25	23	-0.162943624143
0.25	24	0.0507453436189
0.25	25	-2.34849164014
0.25	26	-0.997424953611
0.25	27	1.24455603694
0.25	28	1.21315045989
0.25	29	0.753346093556
0.25	30	0.529156586246
0.25	31	0.0689384874326
0.25	32	-0.116157789557
0.25	33	0.63560919158
0.25	34	0.602219138461
0.25	35	0.761464135628
0.25	36	1.81354803115
0.25	37	-0.979260068085
0.25	38	1.44453679173
0.25	39	2.38194955099
0.25	40	2.13299876136
0.25	41	-0.289501458814
0.25	42	0.278519512427
0.25	43	-0.118492537925
0.25	44	0.30070816963
0.25	45	1.01008416413
0.25	46	1.77896650536
0.25	47	1.75160333958
0.25	48	-0.65794453056
0.25	49	1.2360936141
0.25	50	2.16711560483
0.25	51	2.44303533712
0.25	52	0.99229093466
0.25	53	2.72567750676
0.25	54	-0.54582457202
0.25	55	-1.25284802173
0.25	56	0.323261214813
0.25	57	2.33333714591
0.25	58	-0.509033389788
0.25	59	2.11906094615
0.25	60	3.06189772075
0.25	61	2.00768302007
0.25	62	1.86378969511
0.25	63	1.11314350223
0.25	64	1.99023164657
0.25	65	1.57558077329
0.25	66	0.487172788001
0.25	67	3.71578120548
0.25	68	0.499767611075
0.25	69	0.770004461478
0.25	70	0.839218024041
0.25	71	1.43187381961
0.25	72	3.35688935804
0.25	73	2.13859478904
0.25	74	1.71749673482
0.25	75	-0.503591415091
0.25	76	1.58062133618
0.25	77	-0.372256834561
0.25	78	1.91645983344
0.25	79	0.853245059285
0.25	80	1.77861394983
0.25	81	0.706809883489
0.25	82	0.0486294698487
0.25	83	-0.664065903358
0.25	84	1.67570262754
0.25	85	0.579867931947
0.25	86	0.27907142181
0.25	87	-0.243364881756
0.25	88	2.78474913547
0.25	89	0.670221352524
0.25	90	-0.248771774214
0.25	91	1.30816507029
0.25	92	0.345494717952
0.25	93	1.18511194225
0.25	94	1.71995011372
0.25	95	-1.52034040849
0.25	96	0.55875439887
0.25	97	-0.521868307558
0.25	98	1.96972436422
0.25	99	2.08709346721
